,age,job,education,default,balance,personal-loan,current-campaign,subscribed
1680,32,technician,secondary,no,0,no,4,yes
1681,65,management,tertiary,no,300,no,1,no
1682,34,unemployed,tertiary,no,415,no,1,no
1683,34,admin.,primary,no,0,yes,4,no
1684,42,blue-collar,primary,no,1322,yes,1,no
1685,31,services,secondary,no,1062,yes,1,no
1686,47,technician,secondary,no,302,no,3,no
1687,44,technician,secondary,no,809,no,4,no
1688,38,housemaid,secondary,no,-278,no,2,no
1689,28,management,tertiary,no,3238,no,1,no
1690,46,admin.,secondary,no,751,no,2,no
1691,51,blue-collar,primary,no,-28,yes,2,no
1692,42,management,tertiary,no,0,no,2,no
1693,37,technician,secondary,no,2442,no,3,yes
1694,58,unemployed,tertiary,no,1798,no,8,no
1695,43,admin.,secondary,no,132,no,1,yes
1696,36,management,tertiary,no,260,no,1,no
1697,34,blue-collar,secondary,no,7,yes,2,no
1698,31,management,tertiary,no,3283,no,1,yes
1699,49,technician,secondary,no,323,no,2,no
1700,54,management,tertiary,no,2960,no,1,no
1701,29,unemployed,secondary,no,486,no,1,no
1702,51,retired,secondary,no,343,no,2,no
1703,40,unemployed,secondary,no,507,no,1,no
1704,35,management,tertiary,no,5958,no,1,yes
1705,25,student,secondary,no,304,no,2,yes
1706,32,blue-collar,secondary,no,118,no,1,yes
1707,30,self-employed,secondary,no,123,yes,1,no
1708,38,management,tertiary,no,76,no,3,no
1709,46,admin.,secondary,no,70,no,2,yes
1710,43,unemployed,primary,no,960,yes,2,no
1711,32,technician,tertiary,no,2185,no,2,no
1712,29,blue-collar,secondary,no,309,no,3,no
1713,56,blue-collar,secondary,no,2190,yes,2,no
1714,57,technician,primary,no,0,no,8,no
1715,38,admin.,secondary,no,3732,no,2,no
1716,51,technician,primary,no,1550,no,5,no
1717,35,admin.,tertiary,no,62,yes,1,no
1718,37,blue-collar,primary,no,704,no,7,no
1719,48,management,secondary,no,4415,no,3,yes
1720,30,blue-collar,secondary,yes,4,no,3,no
1721,60,retired,secondary,no,262,no,4,no
1722,56,management,secondary,no,238,no,1,no
1723,45,blue-collar,primary,no,97,no,3,no
1724,38,technician,secondary,no,410,no,6,no
1725,20,student,secondary,no,1191,no,1,no
1726,59,retired,primary,no,-47,no,4,no
1727,34,technician,tertiary,no,197,no,3,yes
1728,36,blue-collar,secondary,no,6,no,7,no
1729,53,admin.,secondary,no,2398,no,1,yes
1730,51,management,tertiary,no,630,no,1,no
1731,58,retired,secondary,no,235,no,4,no
1732,48,management,primary,no,1910,no,2,no
1733,56,management,tertiary,no,3172,no,1,no
1734,51,blue-collar,primary,no,872,no,2,no
1735,35,blue-collar,secondary,no,407,no,6,no
1736,40,admin.,secondary,no,100,no,1,yes
1737,59,housemaid,secondary,no,345,no,1,no
1738,44,management,tertiary,no,2058,yes,1,no
1739,49,housemaid,primary,no,889,no,1,yes
1740,35,admin.,tertiary,no,0,no,7,no
1741,41,management,tertiary,no,51,no,8,no
1742,55,retired,primary,no,150,no,1,no
1743,51,self-employed,secondary,yes,34,yes,1,no
1744,27,services,secondary,no,795,no,3,no
1745,57,blue-collar,primary,no,282,yes,12,no
1746,51,management,tertiary,no,2139,no,2,no
1747,38,management,tertiary,no,-469,no,12,no
1748,49,admin.,secondary,no,197,no,1,yes
1749,40,technician,tertiary,no,825,no,1,no
1750,47,housemaid,tertiary,no,3232,no,1,no
1751,48,management,secondary,no,1598,no,1,no
1752,47,services,tertiary,no,871,no,9,no
1753,56,services,secondary,no,83,no,11,no
1754,29,management,tertiary,no,1445,no,2,yes
1755,38,technician,secondary,no,226,no,3,yes
1756,32,management,tertiary,no,-55,no,4,no
1757,42,admin.,secondary,no,243,no,5,no
1758,30,blue-collar,primary,no,-336,no,6,no
1759,26,admin.,tertiary,no,3672,no,5,no
1760,35,technician,secondary,no,0,no,1,yes
1761,35,technician,secondary,no,251,yes,3,no
1762,35,self-employed,tertiary,no,44,no,2,no
1763,57,blue-collar,secondary,no,2887,no,10,yes
1764,29,admin.,secondary,no,1992,no,1,no
1765,32,blue-collar,secondary,no,2,no,2,no
1766,45,technician,secondary,no,1415,no,1,no
1767,51,management,tertiary,no,297,no,4,yes
1768,31,technician,secondary,no,1094,no,8,no
1769,50,self-employed,tertiary,no,-84,no,1,no
1770,38,blue-collar,secondary,no,-1,no,1,no
1771,37,management,tertiary,no,347,no,1,no
1772,35,management,tertiary,no,1253,no,2,no
1773,37,unemployed,secondary,no,4565,no,1,no
1774,28,management,tertiary,no,781,no,6,no
1775,38,management,tertiary,no,7124,no,6,no
1776,43,management,secondary,no,17555,no,14,no
1777,43,management,tertiary,no,5172,no,3,no
1778,56,management,tertiary,no,15520,no,1,no
1779,32,technician,tertiary,no,13711,no,1,no
1780,58,management,tertiary,no,1533,no,2,no
1781,47,management,tertiary,no,286,no,7,no
1782,31,blue-collar,secondary,no,-219,no,2,no
1783,38,management,tertiary,no,0,no,1,no
1784,50,blue-collar,secondary,no,810,no,14,no
1785,32,blue-collar,secondary,no,300,no,2,no
1786,37,services,secondary,no,1175,no,1,no
1787,39,management,tertiary,no,0,no,2,no
1788,40,services,secondary,no,113,no,1,no
1789,41,blue-collar,secondary,no,641,no,1,no
1790,45,technician,secondary,no,1477,no,1,no
1791,31,admin.,secondary,no,0,no,2,no
1792,54,services,primary,no,8,no,1,no
1793,39,admin.,secondary,no,399,yes,2,no
1794,56,admin.,secondary,yes,-435,yes,2,no
1795,35,admin.,secondary,no,2830,no,12,no
1796,34,management,secondary,no,15,no,7,no
1797,31,technician,secondary,no,125,no,2,no
1798,38,technician,tertiary,no,45,no,4,no
1799,41,technician,tertiary,no,13,no,2,no
1800,44,entrepreneur,tertiary,no,0,no,1,no
1801,49,blue-collar,secondary,no,579,no,1,no
1802,30,services,secondary,no,432,no,3,no
1803,31,services,secondary,no,1987,no,2,no
1804,34,management,secondary,no,857,no,6,no
1805,70,retired,tertiary,no,15834,no,3,no
1806,45,management,tertiary,no,3370,no,3,no
1807,31,management,tertiary,no,6290,no,2,no
1808,57,admin.,secondary,no,808,no,3,no
1809,40,services,secondary,no,4075,no,3,no
1810,28,blue-collar,secondary,no,373,no,9,no
1811,44,admin.,secondary,no,-101,no,1,no
1812,49,services,secondary,no,3250,no,3,no
1813,46,management,tertiary,no,1375,no,3,no
1814,34,management,tertiary,no,180,no,3,no
1815,58,technician,secondary,no,175,no,4,no
1816,52,services,secondary,no,381,yes,12,no
1817,27,blue-collar,secondary,no,2171,no,1,no
1818,48,technician,secondary,no,340,no,2,no
1819,33,technician,secondary,yes,10,yes,5,no
1820,46,admin.,secondary,no,4958,no,3,no
1821,51,housemaid,primary,no,21244,yes,2,no
1822,31,management,tertiary,no,156,no,7,yes
1823,35,technician,secondary,no,473,yes,4,no
1824,37,admin.,secondary,no,781,no,1,no
1825,60,entrepreneur,primary,no,0,no,1,no
1826,40,technician,secondary,no,1819,no,2,no
1827,50,management,tertiary,no,4374,no,2,no
1828,34,entrepreneur,secondary,no,456,yes,8,no
1829,32,technician,secondary,no,253,no,3,no
1830,36,services,secondary,no,774,no,2,no
1831,32,admin.,tertiary,no,-59,yes,1,no
1832,40,services,secondary,no,-81,yes,1,no
1833,37,blue-collar,primary,no,0,no,1,no
1834,57,management,tertiary,no,0,no,1,no
1835,46,management,tertiary,no,-3,no,2,no
1836,31,blue-collar,primary,no,2488,no,1,no
1837,39,technician,tertiary,yes,3,no,1,yes
1838,35,management,secondary,no,839,no,3,no
1839,32,blue-collar,primary,no,103,no,1,no
1840,44,technician,secondary,no,316,no,3,no
1841,41,technician,secondary,no,1680,no,2,no
1842,59,retired,primary,no,7179,no,1,no
1843,39,services,secondary,no,247,no,2,no
1844,54,management,tertiary,no,8295,no,1,yes
1845,27,services,secondary,no,261,yes,1,no
1846,51,self-employed,secondary,no,95,no,4,yes
1847,33,technician,secondary,no,291,no,6,no
1848,38,blue-collar,primary,no,2240,no,1,no
1849,52,entrepreneur,tertiary,no,0,no,3,no
1850,54,management,tertiary,no,1295,no,10,no
1851,33,blue-collar,primary,no,324,no,2,no
1852,50,technician,secondary,no,669,no,1,no
1853,39,blue-collar,secondary,no,4143,yes,1,no
1854,34,management,tertiary,no,2646,no,1,yes
1855,41,technician,secondary,no,618,no,1,no
1856,48,management,tertiary,no,541,no,1,no
1857,38,services,secondary,no,434,no,1,no
1858,34,blue-collar,secondary,no,622,no,1,no
1859,32,blue-collar,secondary,no,0,no,2,no
1860,48,management,secondary,no,99,no,1,no
1861,28,services,secondary,no,290,no,1,no
1862,47,blue-collar,secondary,no,1230,no,1,yes
1863,32,admin.,secondary,no,45,yes,3,no
1864,32,admin.,secondary,no,923,no,4,no
1865,38,management,tertiary,no,950,no,2,no
1866,86,retired,secondary,no,1503,no,3,no
1867,47,technician,secondary,no,65,no,8,no
1868,42,management,primary,no,-679,yes,1,no
1869,44,management,tertiary,no,773,yes,1,no
1870,25,student,secondary,no,10788,no,2,no
1871,34,services,secondary,no,991,no,1,no
1872,34,admin.,secondary,no,247,no,2,yes
1873,53,blue-collar,primary,no,4143,no,3,no
1874,42,blue-collar,secondary,no,-406,no,5,no
1875,30,blue-collar,secondary,no,180,no,1,no
1876,26,blue-collar,primary,no,-887,no,2,yes
1877,40,services,secondary,no,4157,no,1,no
1878,34,technician,secondary,no,1386,yes,6,no
1879,34,services,secondary,no,2211,no,1,no
1880,40,management,tertiary,no,-495,yes,2,no
1881,36,management,tertiary,no,27359,no,2,no
1882,34,technician,secondary,no,440,no,2,no
1883,32,blue-collar,secondary,no,135,no,2,no
1884,39,technician,secondary,no,-735,no,5,no
1885,36,technician,tertiary,no,60,no,2,no
1886,39,technician,secondary,no,902,no,2,yes
1887,33,management,tertiary,no,18347,no,1,no
1888,34,blue-collar,secondary,no,-72,no,5,no
1889,42,management,tertiary,no,1205,no,2,yes
1890,46,technician,secondary,no,499,no,10,no
1891,32,management,tertiary,no,656,yes,2,no
1892,27,services,secondary,no,100,no,2,no
1893,35,technician,secondary,no,69,no,3,no
1894,53,technician,secondary,no,619,no,6,no
1895,29,services,secondary,no,192,no,4,no
1896,35,management,tertiary,no,0,no,6,no
1897,49,management,tertiary,no,87,no,1,no
1898,58,management,tertiary,no,3228,no,2,no
1899,40,management,tertiary,no,1361,no,1,yes
1900,19,student,secondary,no,0,no,3,no
1901,30,student,tertiary,no,34,no,1,no
1902,34,technician,secondary,no,318,yes,5,no
1903,60,retired,secondary,no,197,no,1,no
1904,28,student,tertiary,no,0,no,2,yes
1905,46,management,tertiary,no,273,no,2,yes
1906,49,blue-collar,primary,no,15,no,7,no
1907,59,management,tertiary,no,7813,no,1,no
1908,44,technician,secondary,no,-27,yes,3,no
1909,33,technician,tertiary,no,75,no,4,no
1910,54,retired,secondary,no,1139,no,1,no
1911,26,blue-collar,secondary,no,115,no,3,no
1912,54,blue-collar,secondary,no,0,no,1,no
1913,48,housemaid,primary,no,7195,no,2,yes
1914,30,services,tertiary,no,-477,yes,2,yes
1915,29,management,tertiary,no,1026,no,1,yes
1916,51,entrepreneur,tertiary,no,3921,no,1,no
1917,53,unemployed,primary,no,980,no,1,yes
1918,43,blue-collar,secondary,no,-179,no,6,no
1919,34,admin.,tertiary,no,2552,yes,1,no
1920,40,entrepreneur,tertiary,no,1729,no,1,no
1921,43,technician,secondary,no,434,no,1,no
1922,33,admin.,secondary,no,-300,yes,1,no
1923,66,retired,secondary,no,4785,no,3,no
1924,44,technician,secondary,no,-329,no,1,no
1925,33,services,secondary,no,0,no,8,no
1926,31,technician,secondary,no,391,no,2,no
1927,71,retired,primary,no,4657,no,5,yes
1928,22,student,primary,no,3472,no,1,yes
1929,46,unemployed,tertiary,no,705,no,1,no
1930,32,services,secondary,no,255,yes,2,no
1931,45,blue-collar,secondary,no,4365,yes,2,no
1932,32,management,secondary,no,350,no,2,no
1933,49,blue-collar,primary,no,474,yes,3,no
1934,27,technician,secondary,no,489,no,4,yes
1935,46,entrepreneur,secondary,no,757,no,3,no
1936,37,management,tertiary,no,695,no,1,no
1937,30,unemployed,secondary,yes,-770,no,1,no
1938,44,self-employed,secondary,no,80,yes,2,no
1939,45,technician,secondary,no,315,no,1,no
1940,27,student,secondary,no,213,no,1,yes
1941,57,housemaid,primary,no,0,no,2,no
1942,66,management,tertiary,no,2169,no,1,no
1943,40,admin.,secondary,no,212,no,1,no
1944,48,blue-collar,secondary,no,333,no,6,no
1945,33,blue-collar,secondary,no,4404,no,3,no
1946,42,services,secondary,no,257,no,2,yes
1947,47,unemployed,secondary,no,3188,no,3,no
1948,27,technician,tertiary,no,3083,no,2,no
1949,78,retired,tertiary,no,226,no,1,no
1950,50,services,primary,no,1260,no,1,no
1951,46,entrepreneur,tertiary,no,1410,no,1,no
1952,41,admin.,secondary,no,6046,yes,6,yes
1953,36,admin.,tertiary,no,980,no,4,no
1954,49,retired,primary,no,-37,no,2,no
1955,46,management,tertiary,no,-154,yes,2,no
1956,77,retired,primary,no,680,no,2,no
1957,30,technician,tertiary,no,799,yes,18,no
1958,43,management,secondary,yes,-1164,yes,4,no
1959,44,blue-collar,secondary,no,2523,no,2,no
1960,40,blue-collar,primary,no,98,no,5,no
1961,38,blue-collar,primary,no,3419,no,5,no
1962,25,unemployed,tertiary,no,343,no,1,yes
1963,49,management,tertiary,no,852,no,1,no
1964,33,blue-collar,primary,no,50,no,2,no
1965,40,management,tertiary,no,0,no,7,no
1966,44,blue-collar,primary,no,10,no,1,no
1967,32,blue-collar,secondary,no,950,yes,4,no
1968,52,management,tertiary,no,0,no,1,no
1969,35,management,tertiary,no,175,no,2,no
1970,35,technician,secondary,no,-259,no,1,no
1971,32,management,secondary,no,6217,yes,2,no
1972,42,technician,secondary,no,-1310,yes,1,no
1973,59,blue-collar,secondary,no,139,no,1,no
1974,44,technician,secondary,no,7138,no,2,yes
1975,50,admin.,secondary,no,1111,no,1,no
1976,27,blue-collar,secondary,no,113,no,17,no
1977,55,management,tertiary,no,-612,no,2,no
1978,54,blue-collar,secondary,no,310,no,4,no
1979,31,unemployed,secondary,no,-186,no,3,no
1980,56,admin.,secondary,no,2038,no,1,no
1981,51,self-employed,tertiary,no,833,no,3,no
1982,61,blue-collar,primary,no,625,no,2,no
1983,34,technician,secondary,no,105,no,2,no
1984,56,blue-collar,primary,no,551,no,1,no
1985,29,student,secondary,no,145,no,1,no
1986,34,management,tertiary,no,618,no,4,no
1987,35,services,secondary,no,1063,yes,1,no
1988,56,admin.,secondary,no,985,yes,2,no
1989,45,blue-collar,secondary,no,2926,yes,3,no
1990,31,admin.,secondary,no,-449,no,2,no
1991,37,entrepreneur,tertiary,no,66,no,2,yes
1992,43,admin.,secondary,no,0,no,3,no
1993,40,management,tertiary,no,419,no,1,no
1994,44,management,primary,no,4758,no,6,yes
1995,38,admin.,secondary,no,-23,no,2,no
1996,58,management,tertiary,no,1573,yes,1,no
1997,24,blue-collar,secondary,no,77,no,2,no
1998,53,services,secondary,no,1378,no,2,no
1999,36,blue-collar,secondary,no,-73,yes,8,no
2000,28,blue-collar,primary,no,60,no,1,no
2001,45,blue-collar,primary,no,137,yes,19,no
2002,32,admin.,tertiary,no,1583,no,1,no
2003,46,admin.,secondary,no,-121,yes,4,no
2004,28,blue-collar,secondary,no,1065,yes,1,no
2005,51,unemployed,secondary,no,-13,no,1,no
2006,51,blue-collar,primary,no,1869,no,3,no
2007,30,technician,secondary,no,4787,no,2,no
2008,39,technician,secondary,yes,-183,no,2,no
2009,28,blue-collar,primary,no,702,no,2,no
2010,31,management,tertiary,no,1494,no,12,no
2011,31,blue-collar,primary,no,0,yes,4,no
2012,38,management,tertiary,no,46,no,4,no
2013,31,blue-collar,secondary,no,609,no,1,no
2014,74,retired,secondary,no,4079,no,3,yes
2015,40,management,tertiary,no,0,no,2,yes
2016,43,technician,secondary,no,7876,no,2,no
2017,34,technician,tertiary,no,925,no,1,yes
2018,54,management,tertiary,no,7010,no,2,no
2019,51,blue-collar,primary,no,42,no,2,no
2020,33,blue-collar,secondary,no,285,yes,1,no
2021,41,technician,tertiary,no,0,no,1,no
2022,33,management,tertiary,no,3170,no,2,no
2023,48,admin.,secondary,no,8,yes,1,no
2024,42,self-employed,tertiary,no,216,no,3,no
2025,35,management,tertiary,no,2975,no,2,no
2026,25,admin.,secondary,no,894,no,1,no
2027,38,blue-collar,primary,no,490,yes,1,no
2028,45,entrepreneur,secondary,no,245,no,3,no
2029,59,management,tertiary,no,0,no,8,no
2030,47,management,tertiary,no,150,no,1,no
2031,33,management,tertiary,no,4,no,5,no
2032,59,management,primary,no,1727,no,4,yes
2033,41,blue-collar,primary,no,664,yes,5,yes
2034,42,technician,secondary,no,473,no,5,no
2035,51,technician,tertiary,no,0,no,7,no
2036,45,management,tertiary,no,-192,no,3,no
2037,30,management,tertiary,no,1942,yes,2,yes
2038,33,blue-collar,secondary,no,5137,no,1,no
2039,43,management,tertiary,no,13044,no,4,no
2040,37,blue-collar,secondary,no,1053,no,3,no
2041,73,retired,primary,no,154,no,1,no
2042,43,blue-collar,secondary,no,625,no,1,no
2043,52,unemployed,primary,no,255,yes,3,no
2044,44,management,tertiary,no,529,no,4,no
2045,56,management,tertiary,no,318,yes,3,no
2046,21,services,secondary,no,1903,no,2,no
2047,43,management,tertiary,no,1937,no,1,no
2048,54,management,primary,no,3859,yes,3,no
2049,59,technician,primary,no,4198,no,1,yes
2050,52,blue-collar,primary,no,230,no,2,no
2051,31,admin.,secondary,no,747,no,2,yes
2052,53,admin.,secondary,no,263,yes,7,no
2053,24,technician,secondary,no,-46,no,1,no
2054,57,retired,secondary,no,0,yes,2,no
2055,48,technician,secondary,no,568,no,2,yes
2056,57,technician,secondary,no,1469,no,1,no
2057,51,technician,secondary,no,18,yes,6,no
2058,50,management,tertiary,no,201,no,1,no
2059,34,blue-collar,secondary,no,1412,yes,2,no
2060,43,blue-collar,primary,no,-93,no,2,no
2061,31,services,secondary,no,-331,no,5,no
2062,29,blue-collar,secondary,no,486,no,1,no
2063,39,blue-collar,primary,no,694,no,1,no
2064,36,management,tertiary,no,2806,no,4,no
2065,38,unemployed,tertiary,no,0,no,2,no
2066,56,management,tertiary,no,2959,no,1,no
2067,41,housemaid,primary,no,22,no,3,no
2068,47,technician,secondary,no,1167,no,1,yes
2069,38,management,tertiary,no,35,no,1,no
2070,80,retired,secondary,no,8304,no,1,no
2071,37,services,secondary,no,4760,no,2,no
2072,44,management,tertiary,no,-1313,yes,10,no
2073,33,blue-collar,secondary,no,697,no,2,yes
2074,53,technician,secondary,no,230,yes,2,no
2075,69,retired,tertiary,no,473,no,1,no
2076,46,technician,secondary,no,1427,no,3,no
2077,30,management,tertiary,no,201,no,2,yes
2078,31,self-employed,secondary,no,1086,no,1,no
2079,38,management,tertiary,no,4335,no,1,no
2080,34,services,secondary,no,44,no,1,no
2081,48,management,tertiary,no,286,no,2,no
2082,46,blue-collar,primary,no,216,no,1,no
2083,42,admin.,secondary,no,214,no,24,no
2084,41,blue-collar,secondary,no,343,no,7,no
2085,33,blue-collar,secondary,no,-77,no,3,no
2086,39,blue-collar,primary,no,1046,no,4,no
2087,27,student,secondary,no,1566,no,5,no
2088,26,management,tertiary,no,592,no,2,no
2089,38,management,tertiary,no,104,no,3,yes
2090,48,blue-collar,secondary,no,0,no,1,no
2091,54,services,secondary,no,-22,yes,1,no
2092,51,services,secondary,no,0,no,3,no
2093,47,technician,secondary,no,72,no,1,no
2094,53,technician,secondary,no,100,no,4,no
2095,35,blue-collar,primary,no,319,no,1,no
2096,58,management,tertiary,no,9339,no,3,no
2097,52,management,tertiary,no,50,no,3,no
2098,57,retired,secondary,yes,32,no,3,no
2099,52,management,tertiary,no,6922,no,1,no
2100,35,management,tertiary,no,633,no,3,no
2101,48,technician,secondary,no,4265,no,2,no
2102,46,entrepreneur,tertiary,no,2262,no,14,no
